#1                   																			
double wetter (8760, 20)																			
968400	13	1	1	12	6	0	90	1	-2.3	979.7	2.9	88	2	0	0	9	222	-299	9
972000	13	1	1	12	7	0	90	1	-2.3	979.5	2.9	87	-1	0	0	9	222	-299	9
975600	13	1	1	12	8	1	90	1	-2.9	979.6	2.8	89	-1	0	0	9	219	-297	9
979200	13	1	1	12	9	1	120	2	-2	979.6	3	88	-1	28	39	9	223	-301	9
982800	13	1	1	12	10	4	150	1	-1.1	979.7	3.2	90	-1	51	113	9	239	-306	9
986400	13	1	1	12	11	4	100	1	1.1	979.3	3.4	82	-1	82	155	9	251	-316	9
990000	13	1	1	12	12	3	120	2	3.9	978.6	3.4	67	-1	122	163	9	260	-329	9
993600	13	1	1	12	13	3	110	2	4.1	977.9	3.7	71	-1	117	159	9	256	-330	9
997200	13	1	1	12	14	3	90	1	5.1	977.4	3.8	68	-1	89	134	9	262	-334	9
1000800	13	1	1	12	15	6	90	1	5.7	977.1	4	68	-1	18	79	9	284	-339	9
1004400	13	1	1	12	16	5	110	1	5.7	976.8	4.1	70	-1	4	16	9	270	-338	9
1008000	13	1	1	12	17	5	100	0	3.9	976.7	3.9	75	-1	0	0	9	266	-329	9
1011600	13	1	1	12	18	7	80	1	2.8	976.7	3.9	82	0	0	0	9	285	-326	9
1015200	13	1	1	12	19	8	100	2	3.1	976.7	3.8	79	21	0	0	9	286	-327	9
1018800	13	1	1	12	20	7	80	1	2.5	976.6	3.8	82	0	0	0	9	284	-324	9
1022400	13	1	1	12	21	8	100	2	2.3	976.5	3.9	85	60	0	0	9	283	-323	9
1026000	13	1	1	12	22	8	90	0	2.7	976.7	3.8	81	61	0	0	9	268	-324	9
1029600	13	1	1	12	23	8	110	0	2.3	976.9	4.1	88	63	0	0	9	297	-324	9
1033200	13	1	1	12	24	8	260	0	2.2	977.2	4.1	90	63	0	0	9	282	-323	9
